"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Waterbury School District","CT","Waterbury","2020","Spring","Yes","K-12","Chromebook (Lenovo)","Spring 2020: district did NOT have 1:1 before COVID; distributed Chromebooks starting spring 2020 for ~19,000 students. Lenovo Chromebooks purchased via incremental funding; LanSchool license for classroom management bundled. Now a 1:1 system.","https://lanschool.com/resource-center/case-studies/how-waterbury-public-schools-quickly-scaled-their-11-program-using-lenovo-lanschools-bundle-offer","","441","1406","1","0","0904830"
"Issaquah School District","WA","Issaquah","2022","Fall","Yes (phased)","6-12","Laptop (Dell Windows)","Fall 2022: all grades 6-12 received Dell Windows laptops — first full in-person 1:1 distribution. 2021-22 had hybrid pilot (choose school device or personal). Prior to 2021 no 1:1 for secondary. Elementary not included in 1:1.","https://ihsjournalism.online/7505/features/ihs-technology/","https://www.isd411.org/academics/digital-resources/1-to-1-grades-6-12","442","1405","1","0","5303750"
"Fayette County Schools","GA","Fayetteville","2018","","Yes","2-12","Chromebook","District implemented 1:1 Computing in 2018; grades 2-12 each assigned a Chromebook for use inside and outside classroom. K-1 have shared Chromebooks in classroom (1:Web). Confirmed on district parent resources page.","https://www.fcboe.org/Page/3658","https://www.ajc.com/neighborhoods/fayette/new-chromebooks-coming-for-fayette-county-students/UJZC2UUOCJHZZBXEP4TZWVEGMQ/","443","1397","1","0","1302130"
"Oswego CUSD 308","IL","Oswego","2020","Fall","Yes","5-12","Chromebook","Aug 2020 board approved lease agreement for 1:1 Chromebooks for grades 5-12; Sept 2020 board approved Master Lease with American Capital for ~11,930 Chromebooks. Funded via CARES Act Digital Equity Formula Grant (~$1M) plus district funds.","https://patch.com/illinois/oswego/700-chromebooks-d308-students-aurora-school-district-131","","444","1396","1","0","1730270"
"Terrebonne Parish School District","LA","Houma","","","","","","No confirmed 1:1 device rollout year found in multiple searches. General district info only; no press releases or news about Chromebook/iPad program found.","https://www.tpsd.org/","","445","1391","1","0","2201740"
"Alvin ISD","TX","Alvin","2011 (by)","","Yes (phased)","6-8 (initial)","Handheld/Netbook; later Chromebook","Before 2011: 1:1 junior high (6-8) with handheld computing devices; 2011 upgraded to HP Netbooks (4,400 units). Later expanded; by 2013 BYOD at HS and expanded down through grade 6. Cisco Meraki 2013 case study confirms 1:1 JH + BYOD HS active.","https://meraki.cisco.com/blog/2013/06/how-alvin-isd-exceeded-expectations-for-11-and-byod/","https://meraki.cisco.com/lib/pdf/meraki_cs_alvin_isd.pdf","446","1390","1","0","4808090"
"Donna ISD","TX","Donna","2020","Spring","Yes","K-12","iPad (K-2); Chromebook (3-12)","Spring 2020: $5.7M investment for K-12 1:1; iPads for K-2, Chromebooks for 3-12, laptops for staff. District had 'five-year plan' for tech but accelerated due to COVID. All students K-12 received devices.","https://www.krgv.com/news/donna-isd-invests-more-than-5-million-to-provide-mobile-devices-for-students-teachers/","https://www.krgv.com/news/donna-isd-hands-out-chromebooks-ipads-to-students/","447","1388","1","0","4817390"
"Nash-Rocky Mount Public Schools","NC","Rocky Mount","2020 (by)","","Yes (phased)","7-12","Chromebook","All grades 7-12 receive Chromebooks; all digital resources, $20/yr tech fee. No specific launch year found; current 1:1 program is confirmed for 7-12. Upper bound 2020.","https://www.nrms.k12.nc.us/Page/2303","","448","1388","1","0","3703270"
"Ann Arbor Public Schools","MI","Ann Arbor","2020","July","Yes","PK-12","Chromebook (2-12); iPad (PK-1)","July 29 2020 school board approved $4.2M for 13,000 Chromebooks (2018 tech bond funds). iPads for PreK-1, Chromebooks for 2-12. Prior to 2020 had carts only (1 per elem, 3 per MS, 8 per HS). Full 1:1 launched SY 2020-21.","https://annarborwithkids.com/articles/notes-from-ann-arbor-public-schools-board-meeting-july-29/","https://www.a2schools.org/departments/technology/student-devices","449","1382","1","0","2602820"
"Cache County School District","UT","Logan","2016 (by)","","Yes (partial)","3-5 (confirmed)","Chromebook","Chromebook 1:1 initiative confirmed for grades 3-5; Utah DTL grant program first cohort launched 2016 (65 LEAs); Cache County participates in DTL. Specific launch year for Cache County not confirmed but upper bound 2016 via DTL cohort 1.","https://www.ccsdut.org/departments/teaching-and-learning/digital-teaching-learning","https://dtlutah.org/","450","1376","1","0","4900120"
"York School District 03","SC","Rock Hill","2015","Fall","Yes (phased)","7-8 (initial); 3-12 by fall 2019; preK-12 in spring 2020","Chromebook","1:1 Chromebook Initiative launched fall 2015 in grades 7-8. Expanded to grades 3-12 by fall 2019 (confirmed by district FAQ). Expanded to preK-12 spring 2020 (COVID). Early search result also cited 2019-20 as 'district's 7th year of digital transformation' which would put origin at 2013; however district FAQ page explicitly states 2015 as the launch of the 1:1 Chromebook Initiative for grades 7-8. Using 2015.","https://www.rock-hill.k12.sc.us/Page/8287","https://www.rock-hill.k12.sc.us/Page/8209","451","1375","1","0","4503870"
"Fort Zumwalt R-II","MO","O'Fallon","2018","Fall","Yes (phased)","6-8 (initial SY 2018-19); 6-12 by 2019-20","Chromebook","District began 1:1 ('FZ ONE') in middle schools fall 2018-19, purchasing Chromebooks for all incoming 6th graders and repurposing cart devices for 7th-8th. HS expansion (9th grade) followed in fall 2019. Now 1:1 for grades 5-12. Source: district technology page and device refresh plan.","https://tech.fz.k12.mo.us/faq-howto/device-refresh-plan","https://one.fz.k12.mo.us/","452","1375","1","0","2908370"
"Indian River County School District","FL","Vero Beach","2020 (by)","","Yes","K-12","Chromebook","District issues Chromebooks to all students; Digital Innovation Specialists support personalized learning. COVID-era April 2020 distribution of ~10,000 devices documented. No confirmed pre-2020 district-wide 1:1 program found in public sources. Upper bound 2020.","https://www.indianriverschools.org/directory/systems_improvement___innovation/digital_innovation","https://www.sebastiandaily.com/community/indian-river-county-instructional-provision-plan-laptop-distribution-22250/","453","1374","1","0","1200930"
"Highline Public Schools","WA","Burien","2020","Fall","Yes","K-12","Chromebook","First technology levy in district history passed Nov 2020 (73% approval, $32.5M over 2 years) to achieve 1:1. Prior to 2020, devices were shared classroom carts (13,000 aging Chromebooks placed spring 2020 as emergency response). True 1:1 program funded by 2020 levy, rolled out fall 2020.","https://www.highlineschools.org/departments/business-finance/levy/technology-levy/need-impacts","https://www.knkx.org/youth-education/2020-10-19/highline-school-district-voters-will-decide-whether-to-approve-a-technology-levy","454","1372","1","0","5303540"
"La Mesa-Spring Valley School District","CA","La Mesa","2020 (by)","","Yes (likely)","K-8","iPad/Chromebook","District loaned iPads and Chromebooks to students in April 2020 for distance learning. No confirmed pre-2020 district-wide 1:1 program identified. Technology page confirms student devices are maintained. Upper bound 2020.","https://www.lmsvschools.org/information-technology/","","455","1368","1","0","0620250"
"Lakota Local Schools","OH","Liberty Twp / West Chester","2018","September","Yes (phased)","7-9 (initial fall 2018); 7-12 by spring 2019; K-12 eventually","Chromebook","'WE are EMPOWERED' initiative launched September 2018 for junior high schools; expanded to freshman and high school buildings in January 2019. K-6 have school-use devices (not take-home initially). Sources: district Oct 2018 e-newsletter and 1:1 Technology page.","https://www.lakotaonline.com/academics/student-support/11-technology","https://resources.finalsite.net/images/v1631189330/lakotaonlinecom/s26qiguacxw3yucyavrp/ALAL101918.pdf","456","1362","1","0","3904611"
"Napa Valley Unified","CA","Napa","2020","Spring","Yes","K-12","Chromebook/iPad","Promethean case study states 1:1 device program implemented spring 2020. TK students receive iPad; K students choose Chromebook or iPad; grades 1-5 Chromebook; all MS and HS 1:1. No confirmed pre-2020 rollout found. Bond support; district had partial/classroom-set coverage prior.","https://www.prometheanworld.com/resource-center/case-studies/the-napa-valley-community-unites-to-bring-innovative-technology-to-its-school/","https://www.nvusd.org/services/operations-and-logistics/technology","457","1358","1","0","0626640"
"Tuscaloosa County Schools","AL","Tuscaloosa County","2018","Fall","Yes","K-12","Chromebook (Dell 5190 2-in-1)","Chromebook initiative placed Dell 5190 2-in-1 Chromebooks with 6,000 students; funded by $2.75M Education SPLOST; aligned with strategic plan developed 2 years prior. Reported Sept 2018 by LaGrange Daily News covering similar rollout context. District subsequently moved to iPad (TCSS Connect program). Device: Dell Chromebook 5190 2-in-1 with touchscreen.","https://www.lagrangenews.com/2018/09/28/chromebook-initiative-places-digital-technology-into-the-hands-of-6000-students/","https://www.tcss.net/connect","458","1357","1","0","0103390"
"Valley View CUSD 365U","IL","Romeoville / Bolingbrook","2016","Fall","Yes (phased)","7-8 (SY 2016-17 pilot); near-district-wide SY 2017-18","Chromebook","Three-year plan launched fall 2016-17 SY with all 7th and 8th grade students receiving Chromebooks. Expanded in fall 2017-18 to ~12,000 students (grades 4-12) — one of largest simultaneous 1:1 Chromebook deployments in Illinois. Source: June 2017 Romeoville Patch article on accelerated rollout.","https://patch.com/illinois/romeoville/valley-view-expands-chromebook-rollout-ahead-schedule","https://www.vvsd.org/families/technology-devices","459","1351","1","0","1740070"
"Waco ISD","TX","Waco","2020 (by)","","Yes (likely)","9-12 confirmed; K-12 likely","Chromebook","All 9th graders and students without prior issued device receive a Chromebook in first two weeks of school. District had 5,200+ Chromebooks on loan in March 2020 (COVID). No confirmed pre-2020 district-wide 1:1 launch year found in public sources. Upper bound 2020.","https://ts.wacoisd.org/","https://www.wacoisd.org/site/default.aspx?PageType=3&DomainID=33&ModuleInstanceID=11667&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=42371&PageID=59","460","1350","1","0","4844280"
"Palo Alto Unified","CA","Palo Alto","2016","Fall","Partial","7th grade + 10th-11th grades (initial pilot 2016-17); expanded to 6-12 take-home later","Chromebook","'Future Ready' initiative launched fall 2016-17 SY providing take-home Chromebooks to 7th graders at Jordan MS and sophomores/juniors at Paly and Gunn HS as part of White House Future Ready national program. Described as 'newly initiated' in Feb 2017 Campanile article. District now 1:1 with take-home Chromebooks grades 6-12 and school-use devices TK-5.","https://thecampanile.org/2017/02/01/invasive-chromebook-policy-infringes-on-student-privacy/","https://www.pausd.org/school-life/education-technology/student-devices","461","1350","1","0","0629610"
"Palatine CCSD 15","IL","Palatine","2020 (by)","","Yes","K-8","Chromebook","District provides 1:1 Chromebooks to all students K-8; grades 3-8 take home daily; K-2 stored in charging carts. No confirmed pre-2020 launch year found in public sources. Upper bound 2020.","https://www.ccsd15.net/our-district/departments/technology/digital-learning","","462","1346","1","0","1730420"
"Comal ISD","TX","New Braunfels","2024","Fall","Yes","6-12 (initial); K-12 expansion underway","Chromebook (Windows ZBook for Hill Country Prep HS)","1:1 Device Initiative funded by Bond 2023; students issued district Chromebooks starting 2024-25 SY with $40/yr optional device protection fee. First year was 2024-25 for 6-12 grade students. K-5 expansion planned. Source: district 1:1 Device Initiative page.","https://www.comalisd.org/apps/pages/index.jsp?uREC_ID=1451386&type=d&pREC_ID=2653252","https://communityimpact.com/san-antonio/new-braunfels/education/2026/03/10/check-out-updates-on-17-comal-isd-bond-projects/","463","1340","1","0","4814730"
