"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Bellwood SD 88","IL","Bellwood","2020","Fall","Yes","K-8","Chromebook","COVID-era 2020-21 SY Chromebook distribution to all students in need; July 2020 remote-only start announcement; ClassLink integration","https://www.sd88.org/E-Learning","https://www.sd88.org/apps/pages/technology","2569","290","1","0","1705760"
"Albany County School District #1","WY","Laramie","2020","","Yes","K-12","Chromebook","November 2019 board vote to adopt tech plan providing Chromebook for every student; rollout for 2020 SY; 4-5 yr replacement cycle ~$150K/yr","https://www.wyomingnews.com/laramieboomerang/news/local_news/school-board-approves-new-technology-plan/article_2e8b9474-7575-5c89-b031-a2ae132d556e.html","https://www.acsd1.org/","2570","289","1","0","5600730"
"Salem City Pblc Schs","VA","Salem","2016","Fall","Yes (phased)","9-12","Chromebook","1:1 complete at Salem HS; 5th graders received Chromebooks Sep 2016; ALMS middle school Sep 2017; HS first then phased to lower grades","https://www.togglemag.com/case-studies/jim-rieflin-salem-city-schools/","https://sites.google.com/salem.k12.va.us/cbsalem/parent-portal","2571","289","1","0","5103460"
"Edgefield 01","SC","Johnston","2020","Fall","Yes","PK-12","Chromebook","first time all students (preK-12) received Chromebook to take home in 2020-21 SY; included flipped learning and remote learning adoption","https://screportcards.com/overview/?q=eT0yMDIxJnQ9RCZzaWQ9MTkwMTAwMA","https://edgefield.k12.sc.us/","2572","289","1","0","4502070"
"McKeesport Area SD","PA","McKeesport","2022","August","Yes (phased)","3-12","Chromebook","2022-23 SY 1:1 initiative for grades 3-12; district-issued Chromebook by request or BYOD; K-2 use district iPads at school only; 2024-25 expanded to grade 2","https://www.mckasd.net/departments/technology/masd-11-initiative","","2573","289","1","0","4214940"
"Olmsted Falls City","OH","Olmsted Falls","2019","Fall","Yes (phased)","4-9","Chromebook","information meeting for 1:1 initiative held Aug 20 2019 for grades 6-9 parents; device insurance for grades 4-9; expanded to K-12 by 2020-21 SY","https://ofalls.wordpress.com/2019/08/14/ofcs-back-to-school-update-august-14-2019/","https://ofalls.wordpress.com/2019/09/19/ofcs-update-september-19-2019/","2574","289","1","0","3904657"
"Timberlane Regional School District","NH","Plaistow","","","Yes (likely)","7-12","Chromebook","Chromebook support pages exist; incoming 7th graders receive Chromebooks; Class of 2020 referenced in one-to-one initiative (suggesting ~2016 start for HS); no firm year found","https://www.timberlane.net/departments/technology/student-resources/chromebook-information-troubleshooting","https://www.timberlane.net/ms/attn-incoming-7th-grade-students-chromebook-updates/","2575","289","1","0","3306720"
"Sycamore CUSD 427","IL","Sycamore","","","Yes (likely)","6-12","Chromebook","'AnyTimeAnyWhere Chromebook program' at middle and high school; working toward true 1:1; protection plan available; no firm launch year found","https://www.syc427.org/our-district/innovative-learning/11-chromebook-iniative","","2576","289","1","0","1738460"
"Burlington-Edison School District","WA","Burlington","2020","","Yes (likely)","K-12","Chromebook","district distributed devices during COVID 2020; ongoing Chromebook program; no pre-2020 firm 1:1 evidence found","https://www.be.wednet.edu/","","2577","288","1","0","5300780"
"Hudson School District","NH","Hudson","","","Yes","6-12","Laptop","SAU 81 brought 1:1 program to MS and HS; all students issued personal computers for their MS/HS years; emphasis on digital citizenship; device type listed as laptop/PC (not specifically Chromebook)","https://www.sau81.org/ahs/families/student-computers-at-hudson-school-district","","2578","288","1","0","3303930"
"Rolla 31","MO","Rolla","","","Yes (likely)","K-12","Chromebook","district technology dept maintains Chromebook inventory cycles; no dated source for 1:1 launch year found","https://www.rolla31.org/42526_3","","2579","288","1","0","2926890"
"Wilmington","MA","Wilmington","2016","August","Yes (phased)","6-12","Chromebook","Feb 2016 announcement; Year 1 fall 2016 grade 9 BYOD Chromebook at WHS; 4-yr rollout plan for grades 6-12 by 2019-20 SY fully implemented","https://wilmingtonapple.com/2016/02/11/breaking-news-wilmington-schools-to-launch-4-year-rollout-of-a-11-chromebook-program/","https://wilmingtonapple.com/2016/11/29/school-system-expects-every-6th-12th-grader-to-have-chromebook-by-2020-year-1-of-rollout-going-smoothly/","2580","288","1","0","2513050"
"Weaver Union","CA","Merced","","","Yes (likely)","K-8","Chromebook","K-8 district in South Merced; no firm 1:1 launch year or dated device source found in web search","https://www.weaverusd.org/","","2581","288","1","0","0641880"
"Imperial Unified","CA","Imperial","","","Yes (likely)","K-12","Chromebook","technology policy found; COVID-era device access likely; no firm 1:1 launch year found","https://do.imperialusd.org/","","2582","288","1","0","0618210"
"Hauppauge Union Free School District","NY","Hauppauge","","","Yes (likely)","K-12","Chromebook","district has Smart Schools investment plans (network infrastructure); no firm 1:1 device launch year found in web search","https://www.nysed.gov/smart-schools/hauppauge-union-free-school-district-approved-plans","","2583","287","1","0","3613980"
"Wall Township Public Schools","NJ","Wall Township","","","Yes (likely)","K-12","Mixed (iPad/Chromebook)","district goals include 1:1 iPad for K-1 and 1:1 Chromebook for grades 2-12; technology dept supports Chromebooks; no firm launch year found","https://www.wallpublicschools.org/departments/technology","","2584","287","1","0","3416890"
"Mason City Comm School District","IA","Mason City","","","Yes (likely)","K-12","Chromebook","district website references technology; no firm 1:1 launch year or dated Chromebook source found","https://masoncityschools.org/","","2585","287","1","0","1918780"
"Mt. Pleasant Elementary","CA","San Jose","","","Yes (likely)","K-8","Chromebook","K-8 district in San Jose; district information services page found; no firm 1:1 launch year found","https://www.mpesd.org/","","2586","287","1","0","0626400"
"Toppenish School District","WA","Toppenish","2020","April","Yes (likely)","K-12","Chromebook","COVID spring 2020: drive-up Chromebook checkout at TMS parking lot for students without device; online instruction began Apr 6 2020; no pre-2020 1:1 evidence","https://www.toppenish.wednet.edu/Page/4429","","2587","286","1","0","5308970"
"Plum Borough SD","PA","Plum","2019","Fall","Yes (phased)","4-12","Chromebook","4th grade 1:1 program rollout 2019-20 SY; device insurance program launched July 1 2020; HP Chromebook 11 G8 EE issued","https://www.pbsd.net/OnetoOneDeviceInsurance.aspx","","2588","286","1","0","4219350"
"Penn Hills SD","PA","Pittsburgh","","","Yes","3-12","Mixed (Chromebook/iPad)","1:1 initiative provides all students a Chromebook, laptop, Surface, or iPad; no firm launch year found","https://www.phsd.org/departments/technology/digital-learning-devices/student-device-insurance/~board/student-services/post/penn-hills-school-district-featured-in-pittsburgh-mercy-magazine-for-new-school-based-therapy-partnership","","2589","286","1","0","4218590"
"Dover Area SD","PA","Dover","","","Yes (likely)","K-12","Chromebook","no firm 1:1 launch year or dated source found in web search","https://www.dover-pa.k12.pa.us/","","2590","286","1","0","4207680"
"Edgewood City","OH","Trenton","","","Yes (likely)","K-12","Chromebook","district in Butler County Ohio; no firm 1:1 launch year found in web search","https://www.edgewoodschools.net/","","2591","286","1","0","3904609"
"Maple Heights City","OH","Maple Heights","","","Yes (likely)","K-12","Chromebook","technology and EMIS dept page found; no firm 1:1 launch year found in web search","https://www.mapleschools.com/page/technology-emis","","2592","286","1","0","3904430"
"Transylvania County Schools","NC","Brevard","2014","","Yes (phased)","6-12 (Chromebook); 4-5 also eventually","Chromebook","by early 2015 district was experienced enough to train other NC districts; rollout preceded 2015; all 6-12 take-home chromebooks; 2014 (by)","https://www.transylvaniatimes.com/story/2015/03/02/education/vera-cubero-helps-with-google-chromebooks-rollout-brevard-nc/21795.html","https://www.tcsnc.org/Page/3009","2593","286","1","0","3704530"
"Alexandria Public School District","MN","Alexandria","2015","","Yes (phased)","5-12 (initial); K-12 eventually","Chromebook","wireless upgrade 2013; device pilot 2014; Chromebook distribution for gr 5-12 in 2015-16 SY; K-4 later added","https://www.alexschools.org/district/departments/technology","https://www.echopress.com/news/alexandria-public-schools-gets-grant-from-foundation-for-chromebooks","2594","286","1","0","2703060"
"Lakeview Sch. District (Calhoun)","MI","Battle Creek","","","Yes","K-12","Chromebook","K-12 1:1 Chromebook program; $60/yr tech fee for take-home; K-4 school-day only; 5-12 take home; Google Apps for Education district; no firm launch year found","https://www.lakeviewlocal.org/departments/technology/chromebook-information","","2595","286","1","0","2620850"
"Parlier Unified","CA","Parlier","","","Yes (likely)","K-12","Chromebook","technology dept page found; COVID-era device distribution likely for this high-poverty Fresno County district; no firm 1:1 launch year found","https://www.parlierunified.org/apps/pages/index.jsp?uREC_ID=1208230&type=d&pREC_ID=1464728","","2596","286","1","0","0629910"
"North Olmsted City","OH","North Olmsted","2020","September","Yes","K-12","Chromebook","Fall 2020: K-12 Chromebook distribution (Sep 3-4 pickup dates); grades 5-12 take-home; COVID-era full 1:1 rollout; supply chain delays noted","https://secure.smore.com/zqpen-north-olmsted-city-schools","https://www.northolmstedschools.org/ChromebookHeadquarters.aspx","2597","285","1","0","3904452"
"Brecksville-Broadview Heights City","OH","Brecksville","","","Yes (likely)","K-12","Chromebook","HS Chromebook homepages for grades 9-11; grade 1 Chromebook homepage at MS site; district-wide use; no firm launch year found","https://www.bbhcsd.org/","https://primaryschool.bbhcsd.org/students/portal-page/high-school-portal-page/grade-12-chromebook-homepages","2598","285","1","0","3904364"
"Harrison Central School District","NY","Harrison","2015","Fall","Yes (phased)","K-12","Mixed (iPad/Chromebook)","BYOD pilot spring 2015; full BYOD grades 6-9 launched fall 2015; elem K-2 iPad and 3-5 Chromebook district-provided; upper grades BYOD with Chromebook recommendation","https://www.harrisoncsd.org/parents/byod-frequently-asked-questions","http://www.harrisoncsd.org/index.php/tech-resources/byod-bring-your-own-device","2599","285","1","0","3613740"
"Cranford Public School District","NJ","Cranford","","","Yes (likely)","K-12","Chromebook","district uses technology including smart boards and computer labs; podcast studio uses Chromebook; no firm 1:1 launch year found","https://www.cranfordschools.org/","","2600","285","1","0","3403570"
"Sartell-St. Stephen School District","MN","Sartell","","","Yes","K-12","MacBook Air (HS) / iPad (MS)","Full Access program provides MacBook Airs to HS and iPads to MS students; K-5 also included; exact launch year not found in web sources; program documented by 2020-21","https://www.sartell.k12.mn.us/fullaccess","https://www.isd748.org/departments/technology","2601","285","1","0","2732820"
"New Prague Area Schools","MN","New Prague","","","Yes","5-12","Chromebook","Powerful Learning initiative; district is in year 5 of program (referenced on district site); chromebooks issued in 5th grade and refreshed in 9th; exact launch year not confirmed","https://www.npaschools.org/powerful-learning","https://www.npaschools.org/chromebook","2602","285","1","0","2723430"
"Mattawan Consolidated School","MI","Mattawan","","","Yes (likely)","K-12","Chromebook","District has 1:1 device program; no specific rollout year found in web search; Kalamazoo County district serving ~3,650 students","https://www.mattawanschools.org/","","2603","285","1","0","2623250"
"Franklin County","GA","Carnesville","","","Yes","K-12","Chromebook","Universal Chromebook contract documented; 1:1 chromebook program confirmed but rollout year not established in web search","https://content.myconnectsuite.com/api/documents/6bd0315f219c4460b37b3cdf758ec035","https://www.franklin.k12.ga.us/departments/technology","2604","285","1","0","1302250"
"Oroville City Elementary","CA","Oroville","2020 (by)","","Yes","K-8","Chromebook","District states '1:1 Chromebooks and Interactive Screens in every Classroom'; COVID-era checkout program noted 2020; no firm pre-pandemic launch date found","https://www.ocesd.org/page/chromebooks","","2605","285","1","0","0629100"
